#Ingreso/Gasto,Capítulo,Artículo,Concepto,Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden EHA/3565/2008 y comunes a todas las EELL.
# Ver http://www.boe.es/buscar/doc.php?id=BOE-A-2008-19916
I,1,,,Impuestos directos
I,1,0,,Impuesto sobre la Renta
I,1,0,0,Impuestos sobre la Renta de las Personas Físicas
I,1,0,1,Impuesto sobre sociedades
I,1,0,2,Impuesto sobre la Renta de no residentes
I,1,1,,Impuestos sobre el capital
I,1,1,0,Impuesto sobre sucesiones y donaciones
I,1,1,1,Impuesto sobre patrimonio
I,1,1,2,Sobre bienes inmuebles de naturaleza rústica
I,1,1,3,Sobre bienes inmuebles de naturaleza urbana
I,1,1,4,Sobre bienes inmuebles de características especiales
I,1,1,5,Impuesto sobre vehículos de tracción mecanica
I,1,1,6,Impuesto sobre incremento del valor de los terrenos de naturaleza urbana
I,1,1,7,Impuesto sobre viviendas desocupadas
I,1,3,,Impuesto sobre las actividades económicas
I,1,3,0,Impuesto sobre actividades económicas
I,1,6,,Recargos sobre impuestos directos del Estado y de la Comunidad Autónoma
I,1,6,0,Sobre impuestos del Estado
I,1,6,1,Sobre impuestos de la Comunidad Autónoma
I,1,7,,Recargos sobre impuestos directos de otros entes locales
I,1,7,0,En el Impuesto sobre Bienes Inmuebles
I,1,7,1,Recargo provincial en el impuesto sobre actividades económicas
I,1,7,9,Otros recargos sobre impuestos directos de otros entes locales
I,1,8,,Impuestos directos extinguidos
I,1,9,,Otros impuestos directos
I,2,,,Impuestos indirectos
I,2,1,,Impuestos sobre el Valor Añadido
I,2,1,0,Impuesto sobre el Valor Añadido
I,2,2,,Sobre consumos específicos
I,2,2,0,Impuestos especiales
I,2,6,,Recargos sobre impuestos indirectos del Estado y de la Comunidad Autónoma
I,2,6,0,Sobre impuestos del Estado
I,2,6,1,Sobre impuestos de la Comunidad Autónoma
I,2,7,,Recargos sobre impuestos indirectos de otros entes locales
I,2,7,0,Sobre impuestos de otros entes locales
I,2,8,,Impuestos indirectos extinguidos
I,2,9,,Otros impuestos indirectos
I,2,9,0,"Impuesto sobre construcciones, instalaciones y obras"
I,2,9,1,"Impuesto sobre gastos suntuarios (Cotos de caza y pesca)"
I,2,9,2,Arbitrio sobre importaciones y entregas de mercancias en Canarias (AIEM)
I,2,9,3,Impuesto general indirecto canario (IGIC)
I,2,9,4,"Impuesto sobre la producción, los servicios y la importación (IPSI) de Ceuta y Melilla"
I,2,9,5,Impuesto sobre primas de seguros
I,2,9,6,Impuesto sobre transmisiones patrimoniales y actos jurídicos documentados
I,2,9,9,Otros impuestos indirectos
I,3,,,"Tasas, precios públicos y otros ingresos"
I,3,0,,Tasas por la prestación de servicios públicos básicos
I,3,0,0,Servicio de abastecimiento de agua
I,3,0,1,Servicio de alcantarillado
I,3,0,2,Servicio de recogida de basuras
I,3,0,3,Servicio de tratamiento de residuos
I,3,0,4,Canon de saneamiento
I,3,0,9,Otras tasas por prestación de servicios básicos
I,3,1,,Tasas por la prestación de servicios públicos de carácter social y preferente
I,3,1,0,Servicios hospitalarios
I,3,1,1,Servicios asistenciales
I,3,1,2,Servicios educativos
I,3,1,3,Servicios deportivos
I,3,1,9,Otras tasas por prestación de servicios de carácter preferente
I,3,2,,Tasas por la realización de actividades de competencia local
I,3,2,0,Licencias de caza y pesca
I,3,2,1,Licencias urbanísticas
I,3,2,2,Cédulas de habitabilidad y licencias de primera ocupación
I,3,2,3,Tasas por otros servicios urbanísticos
I,3,2,4,Tasas sobre el juego
I,3,2,5,Tasa por expedición de documentos
I,3,2,6,Tasa por retirada de vehículos
I,3,2,7,Licencias de apertura de establecimientos
I,3,2,9,Otras tasas por la realización de actividades de competencia local
I,3,3,,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local
I,3,3,0,Tasa de estacionamiento de vehículos
I,3,3,1,Tasa por entrada de vehículos
I,3,3,2,Por empresas explotadoras de servicios de suministros
I,3,3,3,Por empresas explotadoras de servicios de telecomunicaciones
I,3,3,4,Tasa por apertura de calas y zanjas
I,3,3,5,Tasa por ocupación de la via pública con terrazas
I,3,3,6,Tasa por ocupación de la via pública con suspensión temporal del trafico rodado
I,3,3,7,Tasas por aprovechamiento del vuelo
I,3,3,8,Compensación de Telefónica de España SA
I,3,3,9,Otras tasas por utilización privativa del dominio público
I,3,4,,Precios públicos
I,3,4,0,Servicios hospitalarios
I,3,4,1,Servicios asistenciales
I,3,4,2,Servicios educativos
I,3,4,3,Servicios deportivos
I,3,4,4,"Entradas a museos, exposiciones y espectáculos"
I,3,4,5,Servicio de transporte público urbano
I,3,4,9,Otros precios públicos
I,3,5,,Contribuciones especiales
I,3,5,0,Para la ejecución de obras
I,3,5,1,Para el establecimiento o ampliación de servicios
I,3,6,,Ventas
I,3,6,0,Ventas
I,3,8,,Reintegros de operaciones corrientes
I,3,8,0,Reintegro de avales
I,3,8,9,Otros reintegros de operaciones corrientes
I,3,9,,Otros ingresos
I,3,9,1,Multas
I,3,9,2,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo
I,3,9,3,Intereses de demora
I,3,9,4,Prestación personal
I,3,9,5,Prestación de transporte
I,3,9,6,Ingresos por actuaciones de urbanización
I,3,9,7,Aprovechamientos urbanísticos
I,3,9,8,Indemnizaciones de seguros de no vida
I,3,9,9,Otros ingresos diversos
I,4,,,Transferencia corrientes
I,4,,,Transferencias corrientes
I,4,0,,De la Administración General de la entidad local
I,4,0,0,De la Administración General de la entidad local
I,4,1,,De organismos autónomos de la entidad local
I,4,2,,De la Administración del Estado
I,4,2,0,De la Administración General del Estado
I,4,2,1,De organismos autónomos y agencias estatales
I,4,2,2,De fundaciones estatales
I,4,2,3,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos"
I,4,3,,De la Seguridad Social
I,4,4,,De entes públicos y sociedades mercantiles de la entidad local
I,4,4,0,De entes públicos
I,4,4,1,De sociedades mercantiles
I,4,5,,De comunidades autónomas
I,4,5,0,De la Administración General de las comunidades autónomas
I,4,5,1,De organismos autónomos y agencias de las comunidades autónomas
I,4,5,2,De fundaciones de las comunidades autónomas
I,4,5,3,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las comunidades autónomas."
I,4,6,,De entidades locales
I,4,6,1,"De diputaciones, consejos o cabildos"
I,4,6,2,De ayuntamientos
I,4,6,3,De mancomunidades
I,4,6,4,De áreas metropolitanas
I,4,6,5,De comarcas
I,4,6,6,De otras entidades que agrupen municipios
I,4,6,7,De consorcios
I,4,6,8,De entidades locales menores
I,4,7,,De empresas privadas
I,4,8,,De familias e instituciones sin fines de lucro
I,4,8,9,De familias e instituciones sin fines de lucro
I,4,9,,Del exterior
I,4,9,0,Del Fondo Social Europeo
I,4,9,1,Del Fondo de Desarrollo Regional
I,4,9,2,Del Fondo de Cohesión
I,4,9,3,Del Fondo Europeo Agrícola de Garantía (FEAGA)
I,4,9,4,Del Fondo Europeo Agrícola de Desarrollo Rural (FEADER)
I,4,9,5,Del FEOGA-Orientación
I,4,9,6,Del Fondo Europeo de la Pesca (FEP)
I,4,9,7,Otras transferencias de la Unión Europea
I,4,9,9,"Otras tansferencias del exterior, excluyendo la Unión Europea"
I,5,,,Ingresos patrimoniales
I,5,0,,Intereses de títulos y valores
I,5,0,0,Del Estado
I,5,0,1,De organismos autónomos y agencias
I,5,0,4,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos"
I,5,0,5,De comunidades autónomas
I,5,0,6,De entidades locales
I,5,0,7,De empresas privadas
I,5,1,,Intereses de anticipos y préstamos concedidos
I,5,1,1,De organismos autónomos y agencias
I,5,1,4,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos"
I,5,1,8,De familias e instituciones sin ánimo de lucro
I,5,2,,Intereses de depósitos
I,5,3,,Dividendos y participación beneficios
I,5,3,1,De organismos autónomos y agencias
I,5,3,4,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos"
I,5,3,7,De empresas privadas
I,5,4,,Rentas de bienes inmuebles
I,5,4,0,Rentas de bienes inmuebles
I,5,4,1,Arrendamientos de fincas urbanas
I,5,4,2,Arrendamientos de fincas rústicas
I,5,4,4,Censos
I,5,4,9,Otras rentas de bienes inmuebles
I,5,5,,Productos de concesiones y aprovechamientos especiales
I,5,5,0,De concesiones administrativas con contraprestación periódica
I,5,5,1,De concesiones administrativas con contraprestación no periódica
I,5,5,2,Derecho de superficie con contraprestación periódica
I,5,5,3,Derecho de superficie con contraprestación no periódica
I,5,5,4,Aprovechamientos agrícolas y forestales
I,5,5,5,Aprovechamientos especiales con contraprestación
I,5,5,9,Otras concesiones y aprovechamientos
I,5,9,,Otros ingresos patrimoniales
I,5,9,1,Beneficios por realización de inversiones financieras
I,5,9,2,Ingresos por operaciones de intercambio financiero
I,5,9,9,Otros ingresos patrimoniales
I,6,,,Enajenacion de inversiones reales
I,6,0,,De terrenos
I,6,0,0,Venta de solares
I,6,0,1,Venta de fincas rústicas
I,6,0,2,Parcelas sobrantes de la via pública
I,6,0,3,Patrimonio público del suelo
I,6,0,9,Otros terrenos
I,6,1,,De las demás inversiones reales
I,6,1,1,De inversiones de carácter inmaterial
I,6,1,2,De objetos valiosos
I,6,1,9,De otras inversiones reales
I,6,8,,Reintegros por operaciones de capital
I,6,8,0,De ejercicios cerrados
I,7,,,Transferencias de capital
I,7,0,,De la Administración General de la entidad local
I,7,1,,De organismos autónomos de la entidad local
I,7,2,,De la Administración del Estado
I,7,2,0,De la Administración General del Estado
I,7,2,1,De organismos autónomos y agencias estatales
I,7,2,2,De fundaciones estatales
I,7,2,3,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos"
I,7,3,,De la Seguridad Social
I,7,3,0,De la Seguridad Social
I,7,4,,De entes públicos y sociedades mercantiles de la entidad local
I,7,4,0,De entes públicos
I,7,4,1,De sociedades mercantiles
I,7,5,,De comunidades autónomas
I,7,5,0,De la Administración General de las comunidades autónomas
I,7,5,1,De organismos autónomos y agencias de las comunidades autónomas
I,7,5,2,De fundaciones de las comunidades autónomas
I,7,5,3,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las comunidades autónomas"
I,7,6,,De entidades locales
I,7,6,1,"De diputaciones, consejos o cabildos"
I,7,6,2,De ayuntamientos
I,7,6,3,De mancomunidades
I,7,6,4,De áreas metropolitanas
I,7,6,5,De comarcas
I,7,6,6,De otras entidades que agrupen municipios
I,7,6,7,De consorcios
I,7,6,8,De entidades locales menores
I,7,7,,De empresas privadas
I,7,8,,De familias e instituciones sin fines de lucro
I,7,9,,Del exterior
I,7,9,0,Del Fondo Social Europeo
I,7,9,1,Del Fondo de Desarrollo Regional
I,7,9,2,Del Fondo de Cohesión
I,7,9,3,Del Fondo Europeo Agrícola de Garantía (FEAGA)
I,7,9,4,Del Fondo Europeo Agrícola de Desarrollo Rural (FEADER)
I,7,9,5,Del FEOGA-Orientación
I,7,9,6,Del Fondo Europeo de la Pesca (FEP)
I,7,9,7,Otras transferencias de la Unión Europea
I,7,9,9,"Otras tansferencias del exterior, excluyendo la Unión Europea"
I,8,,,Activos financieros
